status url redirect,status,url,redirect,suggested
Redirected http://www.stfc.ac.uk https://www.ukri.org/councils/stfc/,Redirected,http://www.stfc.ac.uk,https://www.ukri.org/councils/stfc/,
Redirected http://www.thiesclima.com https://www.thiesclima.com/,Redirected,http://www.thiesclima.com,https://www.thiesclima.com/,
Redirected http://www.ukssdc.ac.uk https://www.ukssdc.ac.uk/,Redirected,http://www.ukssdc.ac.uk,https://www.ukssdc.ac.uk/,
Redirected http://www.ukssdc.ac.uk/ https://www.ukssdc.ac.uk/,Redirected,http://www.ukssdc.ac.uk/,https://www.ukssdc.ac.uk/,
Redirected https://www.eustaceproject.org https://www.eustaceproject.org/,Redirected,https://www.eustaceproject.org,https://www.eustaceproject.org/,
Redirected https://www.neodc.rl.ac.uk https://www.neodc.rl.ac.uk/,Redirected,https://www.neodc.rl.ac.uk,https://www.neodc.rl.ac.uk/,
Redirected	http://badc.nerc.ac.uk/browse/badc/CDs/aase89	https://data.ceda.ac.uk/badc/CDs/aase89,Redirected,http://badc.nerc.ac.uk/browse/badc/CDs/aase89,https://data.ceda.ac.uk/badc/CDs/aase89,
Redirected	http://badc.nerc.ac.uk/browse/badc/CDs/aaoe87	https://data.ceda.ac.uk/badc/CDs/aaoe87,Redirected,http://badc.nerc.ac.uk/browse/badc/CDs/aaoe87,https://data.ceda.ac.uk/badc/CDs/aaoe87,
Redirected	http://badc.nerc.ac.uk/browse/badc/CDs/ashoe94	https://data.ceda.ac.uk/badc/CDs/ashoe94,Redirected,http://badc.nerc.ac.uk/browse/badc/CDs/ashoe94,https://data.ceda.ac.uk/badc/CDs/ashoe94,
Redirected	http://badc.nerc.ac.uk/cgi-bin/data_browser/data_browser/badc/CDs/gloss/manual	https://data.ceda.ac.uk/badc/CDs/gloss/manual,Redirected,http://badc.nerc.ac.uk/cgi-bin/data_browser/data_browser/badc/CDs/gloss/manual,https://data.ceda.ac.uk/badc/CDs/gloss/manual,
Redirected	http://badc.nerc.ac.uk/browse/badc/CDs/isccpc2	https://data.ceda.ac.uk/badc/CDs/isccpc2,Redirected,http://badc.nerc.ac.uk/browse/badc/CDs/isccpc2,https://data.ceda.ac.uk/badc/CDs/isccpc2,
Redirected	http://badc.nerc.ac.uk/cgi-bin/data_browser/data_browser/badc/sage3/doc	https://data.ceda.ac.uk/badc/sage3/doc,Redirected,http://badc.nerc.ac.uk/cgi-bin/data_browser/data_browser/badc/sage3/doc,https://data.ceda.ac.uk/badc/sage3/doc,
Redirected	http://badc.nerc.ac.uk/browse/badc/csip/docs/photos2005	https://data.ceda.ac.uk/badc/csip/docs/photos2005,Redirected,http://badc.nerc.ac.uk/browse/badc/csip/docs/photos2005,https://data.ceda.ac.uk/badc/csip/docs/photos2005,
PythonError	http://badc.nerc.ac.uk/browse/badc/acsoe/doc/SPGBRBT.txt,Redirected,http://badc.nerc.ac.uk/browse/badc/acsoe/doc/SPGBRBT.txt,https://dap.ceda.ac.uk/badc/acsoe/doc/SPGBRBT.txt,
PythonError	http://badc.nerc.ac.uk/browse/badc/acsoe/doc/jetstream-report.txt,Redirected,http://badc.nerc.ac.uk/browse/badc/acsoe/doc/jetstream-report.txt,https://dap.ceda.ac.uk/badc/acsoe/doc/jetstream-report.txt,
PythonError	http://badc.nerc.ac.uk/browse/badc/acsoe/doc/www.uea.ac.uk/acsoe/chal1.jpg,Redirected,http://badc.nerc.ac.uk/browse/badc/acsoe/doc/www.uea.ac.uk/acsoe/chal1.jpg,https://dap.ceda.ac.uk/badc/acsoe/doc/www.uea.ac.uk/acsoe/chal1.jpg,
PythonError	http://badc.nerc.ac.uk/browse/badc/CDs/berlin_strat/documents/BerlinDataSeries.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/CDs/berlin_strat/documents/BerlinDataSeries.pdf,https://dap.ceda.ac.uk/badc/CDs/berlin_strat/documents/BerlinDataSeries.pdf,
PythonError	http://badc.nerc.ac.uk/browse/badc/gfdex/docs/forecast_data_descriptions.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/gfdex/docs/forecast_data_descriptions.pdf,https://dap.ceda.ac.uk/badc/gfdex/docs/forecast_data_descriptions.pdf,
PythonError	http://badc.nerc.ac.uk/browse/badc/sage3/doc/sage3_data_products_users_guide.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/sage3/doc/sage3_data_products_users_guide.pdf,https://dap.ceda.ac.uk/badc/sage3/doc/sage3_data_products_users_guide.pdf,
PythonError	http://badc.nerc.ac.uk/browse/badc/sage3/doc/sage3_Data_Validation_Plan.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/sage3/doc/sage3_Data_Validation_Plan.pdf,https://dap.ceda.ac.uk/badc/sage3/doc/sage3_Data_Validation_Plan.pdf,
PythonError	http://badc.nerc.ac.uk/browse/badc/toms/doc/earthprobe_userguide.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/toms/doc/earthprobe_userguide.pdf,https://dap.ceda.ac.uk/badc/toms/doc/earthprobe_userguide.pdf,
PythonError	http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-08.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-08.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
PythonError	http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-09.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-09.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
PythonError	http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-10.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-10.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
PythonError	http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-10.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-10.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
PythonError	http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-11.pdf,Redirected,http://badc.nerc.ac.uk/browse/badc/isb52/docs/ISB52-11.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
PythonError	http://badc.nerc.ac.uk/cgi-bin/data_browser/data_browser/badc/ukmo-nimrod/doc/nimrod_radar_processing.pdf,Redirected,http://badc.nerc.ac.uk/cgi-bin/data_browser/data_browser/badc/ukmo-nimrod/doc/nimrod_radar_processing.pdf,https://dap.ceda.ac.uk/badc/ukmo-nimrod/doc/nimrod_radar_processing.pdf,
Error   http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-01.pdf,Error,http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-01.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
Error   http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-01.pdf,Error,http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-01.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
Error   http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-03.pdf,Error,http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-03.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
Error   http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-04.pdf,Error,http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-04.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
Error   http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-05.pdf,Error,http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-05.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
Error   http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-06.pdf,Error,http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-06.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
Error   http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-07.pdf,Error,http://badc.nerc.ac.uk/browse/badc/ufam/isb52/docs/ISB52-07.pdf,https://catalogue.ceda.ac.uk/uuid/b5f808ed6da80a2c022815dbab0d5429,
Error   http://badc.nerc.ac.uk/cgi-bin/data_browser/data_browser/badc/ukmo-nimrod/doc/nimrod_radar_processing.pdf,Error,http://badc.nerc.ac.uk/cgi-bin/data_browser/data_browser/badc/ukmo-nimrod/doc/nimrod_radar_processing.pdf,https://dap.ceda.ac.uk/badc/ukmo-nimrod/doc/nimrod_radar_processing.pdf,
